====================================================================================================
EMNLP 2024 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 2319
总类别数: 1

排名     类别                                                 数量         占比        
155    University of Sydney                                                   7            0.30%
156    University of Liverpool                                                7            0.30%
157    Tongji University                                                      7            0.30%
158    Fondazione Bruno Kessler                                               7            0.30%
159    Technical University of Darmstadt                                      7            0.30%
160    Intuit                                                                 7            0.30%
161    University of Mannheim                                                 7            0.30%
162    University of Groningen                                                7            0.30%
163    Rice University                                                        7            0.30%
164    Heriot-Watt University                                                 7            0.30%
165    Technische Universität Darmstadt                                       6            0.26%
166    KU Leuven                                                              6            0.26%
167    Instituto de Telecomunicações                                          6            0.26%
168    Texas A&M University                                                   6            0.26%
169    Xiamen University                                                      6            0.26%
170    ByteDance                                                              6            0.26%
171    Capital One                                                            6            0.26%
172    Tokyo Institute of Technology                                          6            0.26%
173    University of Illinois Chicago                                         6            0.26%
174    Imperial College London                                                6            0.26%
175    Vector Institute                                                       6            0.26%
176    Southeast University                                                   6            0.26%
177    University of Electronic Science and Technology of China               6            0.26%
178    Agency for Science, Technology and Research                            6            0.26%
179    King Abdullah University of Science and Technology                     6            0.26%
180    Bielefeld University                                                   6            0.26%
181    University of Technology Sydney                                        6            0.26%
182    Nankai University                                                      6            0.26%
183    Georgetown University                                                  6            0.26%
184    NAVER Corporation                                                      6            0.26%
185    University of Oregon                                                   6            0.26%
186    University of Pittsburgh                                               6            0.26%
187    Hankuk University of Foreign Studies                                   6            0.26%
188    CSIRO                                                                  5            0.22%
189    Zhongguancun Laboratory                                                5            0.22%
190    National Institute of Information and Communications Technology        5            0.22%
191    University of Rochester                                                5            0.22%
192    NAVER Cloud                                                            5            0.22%
193    University of Chicago                                                  5            0.22%
194    University of California, Merced                                       5            0.22%
195    University of California, Riverside                                    5            0.22%
196    University of Central Florida                                          5            0.22%
197    University of Sheffield                                                5            0.22%
198    University of Macau                                                    5            0.22%
199    Michigan State University                                              5            0.22%
200    Qatar Computing Research Institute                                     5            0.22%
201    Charles University                                                     5            0.22%
202    Eastern Institute of Technology                                        5            0.22%
203    POSTECH                                                                5            0.22%
204    University of Wisconsin-Madison                                        5            0.22%
205    Vanderbilt University                                                  5            0.22%
206    University of Utah                                                     5            0.22%
207    Allen Institute for Artificial Intelligence                            5            0.22%
208    National Institute of Informatics                                      5            0.22%
209    California Institute of Technology                                     5            0.22%
210    Idiap Research Institute                                               5            0.22%
211    Southern University of Science and Technology                          5            0.22%
212    University of California, Irvine                                       5            0.22%
213    Higher School of Economics                                             5            0.22%
214    DeepMind                                                               5            0.22%
215    Skolkovo Institute of Science and Technology                           5            0.22%
216    Osaka University                                                       5            0.22%
217    VinAI Research                                                         5            0.22%
218    University of Hamburg                                                  5            0.22%
219    Lehigh University                                                      4            0.17%
220    University of the Basque Country                                       4            0.17%
221    National University of Defense Technology                              4            0.17%
222    University of Leeds                                                    4            0.17%
223    Sapienza University of Rome                                            4            0.17%
224    NEC Laboratories America                                               4            0.17%
225    University of California, Santa Cruz                                   4            0.17%
226    University of Colorado                                                 4            0.17%
227    Du Xiaoman Science Technology Co., Ltd.                                4            0.17%
228    University of Würzburg                                                 4            0.17%
229    J.P. Morgan                                                            4            0.17%
230    Chongqing University                                                   4            0.17%
231    Hong Kong Baptist University                                           4            0.17%
232    Unbabel                                                                4            0.17%
233    Shandong University                                                    4            0.17%
234    York University                                                        4            0.17%
235    Ohio State University                                                  4            0.17%
236    Vrije Universiteit Amsterdam                                           4            0.17%
237    University of Texas at Arlington                                       4            0.17%
238    Beijing Key Laboratory of Big Data Management and Analysis Methods     4            0.17%
239    Kempelen Institute of Intelligent Technologies                         4            0.17%
240    Alibaba Group Holding Limited                                          4            0.17%
241    Athena Research Center                                                 4            0.17%
242    Sichuan University                                                     4            0.17%
243    GE Healthcare                                                          4            0.17%
244    Stony Brook University                                                 4            0.17%
245    University of Auckland                                                 4            0.17%
246    University of Glasgow                                                  4            0.17%
247    Hanoi University of Science and Technology                             4            0.17%
248    Shenzhen Institute of Advanced Technology                              4            0.17%
249    Upstage AI                                                             4            0.17%
250    German Research Center for Artificial Intelligence                     4            0.17%
251    Québec AI Institute                                                    4            0.17%
252    INRIA                                                                  4            0.17%
253    International Digital Economy Academy                                  4            0.17%
254    Technion - Israel Institute of Technology                              4            0.17%
255    Queen’s University                                                     4            0.17%
256    Chung-Ang University                                                   4            0.17%
257    Boston University                                                      4            0.17%
258    Indian Institute of Technology Kanpur                                  4            0.17%
259    Baichuan Inc.                                                          4            0.17%
260    University Affiliation Not Specified                                   4            0.17%
261    Indian Institute of Technology Gandhinagar                             4            0.17%
262    Rochester Institute of Technology                                      4            0.17%
263    Indian Institute of Technology Guwahati                                3            0.13%
264    JPMorgan Chase & Co.                                                   3            0.13%
265    Universidade de Lisboa                                                 3            0.13%
266    ELLIS Unit                                                             3            0.13%
267    Bosch Center for Artificial Intelligence                               3            0.13%
268    University of Bologna                                                  3            0.13%
269    Northwestern Polytechnical University                                  3            0.13%
270    Shanghai University of Finance and Economics                           3            0.13%
271    University of Ottawa                                                   3            0.13%
272    National Research Council Canada                                       3            0.13%
273    University of Tübingen                                                 3            0.13%
274    University of Adelaide                                                 3            0.13%
275    University of Queensland                                               3            0.13%
276    University of Exeter                                                   3            0.13%
277    Tongyi Lab                                                             3            0.13%
278    eBay Inc.                                                              3            0.13%
279    Massachusetts Institute of Technology Lincoln Laboratory               3            0.13%
280    Technion – Israel Institute of Technology                              3            0.13%
281    Nanjing University of Science and Technology                           3            0.13%
282    Engineering Research Center of Machine Learning and Industry Intelligence 3            0.13%
283    Nanjing University of Aeronautics and Astronautics                     3            0.13%
284    Ulsan National Institute of Science and Technology                     3            0.13%
285    King’s College London                                                  3            0.13%
286    Macquarie University                                                   3            0.13%
287    Cisco Systems                                                          3            0.13%
288    Queen's University                                                     3            0.13%
289    IIT Bombay                                                             3            0.13%
290    Hasso Plattner Institute                                               3            0.13%
291    NiuTrans Research                                                      3            0.13%
292    New Jersey Institute of Technology                                     3            0.13%
293    Delft University of Technology                                         3            0.13%
294    Polytechnique Montréal                                                 3            0.13%
295    University of Massachusetts Lowell                                     3            0.13%
296    North Carolina State University                                        3            0.13%
297    Samaya AI                                                              3            0.13%
298    Indian Institute of Technology Madras                                  3            0.13%
299    Tianjin University                                                     3            0.13%
300    Qilu University of Technology                                          3            0.13%
301    University of Innsbruck                                                3            0.13%
302    Brno University of Technology                                          3            0.13%
303    Shanghai University                                                    3            0.13%
304    Intuit Inc.                                                            3            0.13%
305    Bocconi University                                                     3            0.13%
306    Stevens Institute of Technology                                        3            0.13%
307    Indian Institute of Science                                            3            0.13%
308    Chulalongkorn University                                               3            0.13%
309    Karlsruhe Institute of Technology                                      3            0.13%
310    Technische Universität Dresden                                         3            0.13%
311    Westlake Institute for Advanced Study                                  3            0.13%
312    University of Lisbon                                                   3            0.13%
313    Beijing Language and Culture University                                3            0.13%
314    Kuaishou Technology                                                    3            0.13%
315    Université Paris-Saclay                                                3            0.13%
316    Tohoku University                                                      3            0.13%
317    Gwangju Institute of Science and Technology                            3            0.13%
318    Sharif University of Technology                                        3            0.13%
319    Technische Universität München                                         3            0.13%
320    A*STAR                                                                 3            0.13%
321    Universitat Politècnica de Catalunya                                   3            0.13%
322    NTT Corporation                                                        3            0.13%
323    International Institute of Information Technology, Hyderabad           3            0.13%
324    Universitat Pompeu Fabra                                               3            0.13%
325    CISPA Helmholtz Center for Information Security                        3            0.13%
326    Okinawa Institute of Science and Technology                            3            0.13%
327    Artificial Intelligence Research Institute                             3            0.13%
328    Shanghai Collaborative Innovation Center of Intelligent Visual Computing 3            0.13%
329    University of Lille                                                    3            0.13%
330    University of Göttingen                                                3            0.13%
331    Unknown Institution                                                    3            0.13%
332    Pohang University of Science and Technology                            3            0.13%
333    Generative AI Research Lab                                             3            0.13%
334    Iowa State University                                                  3            0.13%
335    University at Buffalo                                                  3            0.13%
336    IIT Jodhpur                                                            2            0.09%
337    Colorado State University                                              2            0.09%
338    National Technical University of Athens                                2            0.09%
339    Shanghai International Studies University                              2            0.09%
340    Katholieke Universiteit Leuven                                         2            0.09%
341    Cerence Inc                                                            2            0.09%
342    Qualcomm                                                               2            0.09%
343    Shanghai AI Lab                                                        2            0.09%
344    Shenzhen University                                                    2            0.09%
345    Utrecht University                                                     2            0.09%
346    Bloomberg                                                              2            0.09%
347    Academia Sinica                                                        2            0.09%
348    IntelliSys                                                             2            0.09%
349    China University of Petroleum                                          2            0.09%
350    University of Birmingham                                               2            0.09%
351    University of Massachusetts Boston                                     2            0.09%
352    Wuhan University Natural Language Processing Group                     2            0.09%
353    Ontario Tech University                                                2            0.09%
354    University of Yamanashi                                                2            0.09%
355    Alana AI                                                               2            0.09%
356    Kensho Technologies                                                    2            0.09%
357    Guangdong University of Foreign Studies                                2            0.09%
358    Instituto Superior Técnico                                             2            0.09%
359    Konkuk University                                                      2            0.09%
360    Xidian University                                                      2            0.09%
361    Islamic University of Technology                                       2            0.09%
362    Dialpad Inc.                                                           2            0.09%
363    University of Aberdeen                                                 2            0.09%
364    Poznan University of Technology                                        2            0.09%
365    Beijing University of Technology                                       2            0.09%
366    Anhui University                                                       2            0.09%
367    University of Milan                                                    2            0.09%
368    University of Gothenburg                                               2            0.09%
369    Yellow.ai                                                              2            0.09%
370    Beijing Normal University                                              2            0.09%
371    University of Warsaw                                                   2            0.09%
372    ModelBest Inc.                                                         2            0.09%
373    Quan Cheng Laboratory                                                  2            0.09%
374    State University of New York at Albany                                 2            0.09%
375    Hefei Comprehensive National Science Center                            2            0.09%
376    University of Tartu                                                    2            0.09%
377    Xinjiang University                                                    2            0.09%
378    University of Warwick                                                  2            0.09%
379    Worcester Polytechnic Institute                                        2            0.09%
380    Thomson Reuters                                                        2            0.09%
381    Université Côte d’Azur                                                 2            0.09%
382    United States Naval Academy                                            2            0.09%
383    University of Melbourne                                                2            0.09%
384    Open University of China                                               2            0.09%
385    Eindhoven University of Technology                                     2            0.09%
386    ServiceNow                                                             2            0.09%
387    Waseda University                                                      2            0.09%
388    Lancaster University                                                   2            0.09%
389    CRUK Manchester Institute                                              2            0.09%
390    Sofia University                                                       2            0.09%
391    A*STAR Centre for Frontier AI Research                                 2            0.09%
392    Academy of Military Science                                            2            0.09%
393    University of Shanghai for Science and Technology                      2            0.09%
394    Drexel University                                                      2            0.09%
395    Research Centre for Data Science & Artificial Intelligence             2            0.09%
396    Technische Universität Berlin                                          2            0.09%
397    aiXplain, Inc.                                                         2            0.09%
398    Sea AI Lab                                                             2            0.09%
399    University of Science and Technology Beijing                           2            0.09%
400    Shandong Provincial Key Laboratory of Computing Power Internet and Service Computing 2            0.09%
401    Universidade da Coruña                                                 2            0.09%
402    LY Corporation                                                         2            0.09%
403    Key Laboratory of Interdisciplinary Research of Computation and Economics 2            0.09%
404    Lucerne University of Applied Sciences and Arts                        2            0.09%
405    HiThink Research                                                       2            0.09%
406    Chandar Research Lab                                                   2            0.09%
407    Max Planck Institute for Intelligent Systems                           2            0.09%
408    Kunming University of Science and Technology                           2            0.09%
409    Anhui Conch Information Technology Engineering Co., Ltd.               2            0.09%
410    VISTEC                                                                 2            0.09%
411    AI Singapore                                                           2            0.09%
412    SCB 10X                                                                2            0.09%
413    ScaDS.AI                                                               2            0.09%
414    CentraleSupélec                                                        2            0.09%
415    Aarhus University                                                      2            0.09%
416    Wikimedia Foundation                                                   2            0.09%
417    Polish-Japanese Academy of Information Technology                      2            0.09%
418    Northeastern Illinois University                                       2            0.09%
419    Boson AI                                                               2            0.09%
420    Durham University                                                      2            0.09%
421    FPT Software                                                           2            0.09%
422    Florida State University                                               2            0.09%
423    Sorbonne Université                                                    2            0.09%
424    Nuremberg University of Technology                                     2            0.09%
425    Hangzhou Dianzi University                                             2            0.09%
426    University of Houston                                                  2            0.09%
427    Xiaohongshu Inc                                                        2            0.09%
428    Meituan Inc.                                                           2            0.09%
429    Vector Institute for AI                                                2            0.09%
430    Southwest Petroleum University                                         2            0.09%
431    University of Vienna                                                   2            0.09%
432    Leiden University                                                      2            0.09%
433    Du Xiaoman Financial                                                   2            0.09%
434    Ruhr University Bochum                                                 2            0.09%
435    University of Western Ontario                                          2            0.09%
436    Dalhousie University                                                   2            0.09%
437    INF Technology                                                         2            0.09%
438    National University of Science and Technology POLITEHNICA              2            0.09%
439    KT Corporation                                                         2            0.09%
440    Sony                                                                   2            0.09%
441    Leibniz University Hannover                                            2            0.09%
442    Observe.AI                                                             2            0.09%
443    Open University                                                        2            0.09%
444    Zoom Video Communications                                              2            0.09%
445    Central China Normal University                                        2            0.09%
446    CNRS                                                                   2            0.09%
447    University of Wisconsin–Madison                                        2            0.09%
448    NEC Corporation                                                        2            0.09%
449    Nagoya University                                                      2            0.09%
450    George Washington University                                           2            0.09%
451    Hamad Bin Khalifa University                                           2            0.09%
452    Wuhan AI Research                                                      2            0.09%
453    Max Planck Institute for Informatics                                   2            0.09%
454    Humboldt University of Berlin                                          2            0.09%
455    Anhui Province Key Laboratory of Digital Security                      2            0.09%
456    Télécom Paris                                                          2            0.09%
457    SenseTime                                                              2            0.09%
458    Yunnan University                                                      2            0.09%
459    Aalborg University                                                     2            0.09%
460    South China Agricultural University                                    2            0.09%
461    Zhipu AI                                                               2            0.09%
462    Universität Hamburg                                                    2            0.09%
463    Institute of Science and Technology Austria                            2            0.09%
464    Brandeis University                                                    2            0.09%
465    Mathpresso Inc.                                                        2            0.09%
466    Brock University                                                       2            0.09%
467    Together AI                                                            2            0.09%
468    Technische Hochschule Nürnberg                                         2            0.09%
469    Xiaomi Corporation                                                     2            0.09%
470    Shanghai Key Laboratory of Intelligent Information Processing          2            0.09%
471    SK Telecom                                                             2            0.09%
472    Heidelberg University                                                  2            0.09%
473    University of North Texas                                              2            0.09%
474    SRI International                                                      2            0.09%
475    University of Oslo                                                     2            0.09%
476    Steklov Institute of Mathematics                                       2            0.09%
477    HSE University                                                         2            0.09%
478    Jilin University                                                       2            0.09%
479    Hangzhou Normal University                                             2            0.09%
480    University of North Carolina at Greensboro                             2            0.09%
481    Tehran Institute for Advanced Studies                                  2            0.09%
482    College of William & Mary                                              2            0.09%
483    University of Potsdam                                                  2            0.09%
484    University of Pisa                                                     2            0.09%
485    Vector Institute of Artificial Intelligence                            2            0.09%
486    Australian National University                                         2            0.09%
487    Temple University                                                      2            0.09%
488    Johannes Kepler University                                             2            0.09%
489    Linz Institute of Technology                                           2            0.09%
490    MYbank                                                                 2            0.09%
491    University of New South Wales                                          2            0.09%
492    National University                                                    2            0.09%
493    University of Bath                                                     2            0.09%
494    Case Western Reserve University                                        2            0.09%
495    Lelapa AI                                                              2            0.09%
496    School of Computing                                                    2            0.09%
497    iFLYTEK                                                                2            0.09%
498    Oak Ridge National Laboratory                                          1            0.04%
499    École polytechnique fédérale de Lausanne                               1            0.04%
500    University of South Florida                                            1            0.04%
501    State University of Campinas                                           1            0.04%
502    Birla Institute of Technology and Science, Pilani                      1            0.04%
503    Haldia Institute of Technology                                         1            0.04%
504    University of Haifa                                                    1            0.04%
505    University of Helsinki                                                 1            0.04%
506    Université Bretagne Sud                                                1            0.04%
507    Bosch Global Services                                                  1            0.04%
508    Bosch Digital                                                          1            0.04%
509    INSA Rennes                                                            1            0.04%
510    Penn State University                                                  1            0.04%
511    vivo AI Lab                                                            1            0.04%
512    Aix-Marseille Université                                               1            0.04%
513    International Laboratory on Learning Systems                           1            0.04%
514    Orange Innovation                                                      1            0.04%
515    University of Victoria                                                 1            0.04%
516    Argonne National Laboratory                                            1            0.04%
517    Miniml                                                                 1            0.04%
518    NExT                                                                   1            0.04%
519    Universidad de Chile                                                   1            0.04%
520    CENIA                                                                  1            0.04%
521    Amherst College                                                        1            0.04%
522    Université de Strasbourg                                               1            0.04%
523    Beijing National Research Center for Information Science and Technology 1            0.04%
524    Anthropic                                                              1            0.04%
525    Concordia University                                                   1            0.04%
526    Mila-Quebec AI Institute                                               1            0.04%
527    Laval University                                                       1            0.04%
528    Indiana University Bloomington                                         1            0.04%
529    Ewha Womans University                                                 1            0.04%
530    NAVER AI Lab                                                           1            0.04%
531    Oracle Corporation                                                     1            0.04%
532    Language Technologies Institute                                        1            0.04%
533    Machine Learning Department                                            1            0.04%
534    Hirain Technology                                                      1            0.04%
535    China Merchant Bank                                                    1            0.04%
536    Auburn University                                                      1            0.04%
537    Rensselaer Polytechnic Institute                                       1            0.04%
538    Paris School of Economics                                              1            0.04%
539    Suzhou Laboratory                                                      1            0.04%
540    Guangzhou Key Laboratory of Multilingual Intelligent Processing        1            0.04%
541    OPPO AI Center                                                         1            0.04%
542    Hishab Singapore Pte. Ltd                                              1            0.04%
543    Missouri University of Science and Technology                          1            0.04%
544    Universiti Sains Malaysia                                              1            0.04%
545    Cangzhou Normal University                                             1            0.04%
546    Toshiba                                                                1            0.04%
547    Harbin Engineering University                                          1            0.04%
548    Lappeenranta-Lahti University of Technology                            1            0.04%
549    Corti                                                                  1            0.04%
550    MICS                                                                   1            0.04%
551    Hainan University                                                      1            0.04%
552    Arcee                                                                  1            0.04%
553    University of Zagreb                                                   1            0.04%
554    Shanghai Key Laboratory of Trusted Data Circulation and Governance in Web3 1            0.04%
555    China University of Mining                                             1            0.04%
556    Blackbird.AI                                                           1            0.04%
557    APA VI.AI                                                              1            0.04%
558    University of New Brunswick                                            1            0.04%
559    TH Köln - University of Applied Sciences                               1            0.04%
560    TH Mittelhessen - University of Applied Sciences                       1            0.04%
561    Herder Institute for Historical Research on East Central Europe        1            0.04%
562    University of Bundeswehr                                               1            0.04%
563    University of Cagliari                                                 1            0.04%
564    LactApp Women Health                                                   1            0.04%
565    deepsense.ai                                                           1            0.04%
566    Qingdao University                                                     1            0.04%
567    Shanghai Wonder Asset Management                                       1            0.04%
568    Field AI                                                               1            0.04%
569    Cedars-Sinai Medical Center                                            1            0.04%
570    Fundación Vicomtech                                                    1            0.04%
571    Penta Global Limited                                                   1            0.04%
572    Independent University, Bangladesh                                     1            0.04%
573    Indiana University                                                     1            0.04%
574    NAVER LABS                                                             1            0.04%
575    Hochschule der Medien                                                  1            0.04%
576    Karlsruhe University of Applied Sciences                               1            0.04%
577    Politecnico di Torino                                                  1            0.04%
578    MAIZE SRL                                                              1            0.04%
579    M42 Health                                                             1            0.04%
580    Moonvalley AI                                                          1            0.04%
581    Agency for Science, Technology, and Research                           1            0.04%
582    Universidad Politécnica de Madrid                                      1            0.04%
583    ASUS                                                                   1            0.04%
584    China North Industries Group Corporation Limited                       1            0.04%
585    Liquid AI                                                              1            0.04%
586    Archimedes AI                                                          1            0.04%
587    Xiao-i Research                                                        1            0.04%
588    Technical University of Applied Sciences Würzburg-Schweinfurt          1            0.04%
589    PleIAs                                                                 1            0.04%
590    Langboat Inc.                                                          1            0.04%
591    TrendMicro                                                             1            0.04%
592    rttl labs                                                              1            0.04%
593    Laboratório de Inteligência Artificial e Ciência de Computadores       1            0.04%
594    Universidade do Porto                                                  1            0.04%
595    Universidade Lúrio                                                     1            0.04%
596    University of Iowa                                                     1            0.04%
597    Department of Artificial Intelligence1                                 1            0.04%
598    AQA                                                                    1            0.04%
599    Illinois Institute of Technology                                       1            0.04%
600    Scotiabank                                                             1            0.04%
601    Ernst & Young                                                          1            0.04%
602    New College of Florida                                                 1            0.04%
603    Swiss Federal Institute of Technology Lausanne                         1            0.04%
604    Griffith University                                                    1            0.04%
605    International Institute of Information Technology, Bangalore           1            0.04%
606    National Institute of Mental Health and Neurosciences                  1            0.04%
607    Ashoka University                                                      1            0.04%
608    International Business Machines Corporation                            1            0.04%
609    Victorian Institute of Forensic Medicine                               1            0.04%
610    Kyung Hee University                                                   1            0.04%
611    Université Paris Dauphine-PSL                                          1            0.04%
612    Ministry of Education                                                  1            0.04%
613    Lucian Blaga University of Sibiu                                       1            0.04%
614    RPTU Kaiserslautern-Landau                                             1            0.04%
615    Zhipu.AI                                                               1            0.04%
616    Kempner Institute for the Study of Natural and Artificial Intelligence 1            0.04%
617    Southeast Academy of Information Technology                            1            0.04%
618    Quebec Artificial Intelligence Institute                               1            0.04%
619    Western Washington University                                          1            0.04%
620    Swiss Finance Institute                                                1            0.04%
621    FZI Forschungszentrum Informatik                                       1            0.04%
622    Cadenza Labs                                                           1            0.04%
623    École Normale Supérieure Paris-Saclay                                  1            0.04%
624    Soochow Securities Co., Ltd.                                           1            0.04%
625    CyCraft AI Lab                                                         1            0.04%
626    National Yang Ming Chiao Tung University                               1            0.04%
627    Ping An Property & Casualty Insurance Company                          1            0.04%
628    University of Luxembourg                                               1            0.04%
629    Luxembourg Institute of Science and Technology                         1            0.04%
630    Kuaishou Inc.                                                          1            0.04%
631    AIGEN Sciences                                                         1            0.04%
632    DeepAuto3                                                              1            0.04%
633    Bulgarian Academy of Sciences                                          1            0.04%
634    East China University of Science and Technology                        1            0.04%
635    School of Computer Science and Engineering                             1            0.04%
636    Department of Statistics and Data Science                              1            0.04%
637    Institute for Quantum Information                                      1            0.04%
638    Universidad Nacional Autónoma de México                                1            0.04%
639    CRIL CNRS                                                              1            0.04%
