====================================================================================================
EMNLP 2023 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 1680
总类别数: 1

排名     类别                                                 数量         占比        
372    Central China Normal University                                        2            0.12%
373    Chung-Ang University                                                   2            0.12%
374    International Digital Economy Academy                                  2            0.12%
375    Du Xiaoman Financial                                                   2            0.12%
376    Du Xiaoman Technology                                                  2            0.12%
377    Institute of Information Engineering                                   2            0.12%
378    NEC Corporation                                                        2            0.12%
379    University of Sydney                                                   2            0.12%
380    Xiaohongshu                                                            2            0.12%
381    Leibniz Universität Hannover                                           2            0.12%
382    University of Hanover                                                  2            0.12%
383    Educational Testing Service                                            1            0.06%
384    University of Freiburg                                                 1            0.06%
385    Karlsruher Institut für Technologie                                    1            0.06%
386    University of Montana                                                  1            0.06%
387    Netaji Subhas Institute of Technology                                  1            0.06%
388    Xiaobing Technology Company                                            1            0.06%
389    Xiaobing                                                               1            0.06%
390    Gothenburg University                                                  1            0.06%
391    National Library of Sweden                                             1            0.06%
392    AI Sweden                                                              1            0.06%
393    Språkbanken                                                            1            0.06%
394    Indian Institute of Technology Guwahati                                1            0.06%
395    Christ University                                                      1            0.06%
396    Huaihua University                                                     1            0.06%
397    Incheon National University                                            1            0.06%
398    DATUMO Inc.                                                            1            0.06%
399    Albany State University                                                1            0.06%
400    National Institute of Public Health                                    1            0.06%
401    Pinterest                                                              1            0.06%
402    University of Central Florida                                          1            0.06%
403    University of Innsbruck                                                1            0.06%
404    Nantong University                                                     1            0.06%
405    Nara Institute of Science and Technology                               1            0.06%
406    Beijing Knowledge Atlas Technology Co., Ltd.                           1            0.06%
407    City University                                                        1            0.06%
408    Publicis Sapient                                                       1            0.06%
409    Jamia Millia Islamia                                                   1            0.06%
410    University of International Business and Economics                     1            0.06%
411    European University Institute                                          1            0.06%
412    York University                                                        1            0.06%
413    University of Mannheim                                                 1            0.06%
414    Higher School of Economics                                             1            0.06%
415    Xihua University                                                       1            0.06%
416    Kansas State University                                                1            0.06%
417    University of Sussex                                                   1            0.06%
418    State University of New York at Buffalo                                1            0.06%
419    INESC TEC                                                              1            0.06%
420    University of Porto                                                    1            0.06%
421    Universidade do Porto                                                  1            0.06%
422    Digital Umuganda                                                       1            0.06%
423    Bahir Dar University                                                   1            0.06%
424    Jimma University                                                       1            0.06%
425    Fraunhofer Institute for Integrated Circuits                           1            0.06%
426    Drexel University                                                      1            0.06%
427    Ruprecht-Karls-Universität Heidelberg                                  1            0.06%
428    Australian National University                                         1            0.06%
429    XL8                                                                    1            0.06%
430    XL8 Inc.                                                               1            0.06%
431    VISA                                                                   1            0.06%
432    Université Jean Monnet                                                 1            0.06%
433    Télécom Paris                                                          1            0.06%
434    University Jean Monnet                                                 1            0.06%
435    NetEase Corporation                                                    1            0.06%
436    AITRICS                                                                1            0.06%
437    University of California, San Francisco                                1            0.06%
438    People's Daily Online                                                  1            0.06%
439    Institut Teknologi Bandung                                             1            0.06%
440    Universitas Indonesia                                                  1            0.06%
441    Université catholique de Louvain                                       1            0.06%
442    Alan Turing Institute                                                  1            0.06%
443    Abridge AI                                                             1            0.06%
444    Abridge AI Inc                                                         1            0.06%
445    NetEase, Inc                                                           1            0.06%
446    Netease                                                                1            0.06%
447    Institute for Advanced Study                                           1            0.06%
448    Hamad Bin Khalifa University                                           1            0.06%
449    Yangzhou University                                                    1            0.06%
450    China Academy of Electronics and Information Technology                1            0.06%
451    Humboldt University of Berlin                                          1            0.06%
452    Handong Global University                                              1            0.06%
453    Islamic University of Technology                                       1            0.06%
454    Birla Institute of Technology                                          1            0.06%
455    National Institute of Technology                                       1            0.06%
456    Technische Universität München                                         1            0.06%
457    Ruhr-Universität Bochum                                                1            0.06%
458    Ecole des Hautes Etudes en Sciences Sociales                           1            0.06%
459    Commonwealth Scientific and Industrial Research Organisation           1            0.06%
460    Villanova University                                                   1            0.06%
461    Carleton University                                                    1            0.06%
462    United International College                                           1            0.06%
463    California Institute of Technology                                     1            0.06%
464    Chalmers University of Technology                                      1            0.06%
465    University of Tübingen                                                 1            0.06%
466    Mila Institute for Quantum Computing                                   1            0.06%
467    Toyota Research Institute                                              1            0.06%
468    University of Turku                                                    1            0.06%
469    Hugging Face                                                           1            0.06%
470    PharmCube                                                              1            0.06%
471    Changping Laboratory                                                   1            0.06%
472    Chunghwa Telecom                                                       1            0.06%
473    Hon Hai Research Institute                                             1            0.06%
474    VU University Amsterdam                                                1            0.06%
475    Vrije Universiteit Amsterdam                                           1            0.06%
476    LIMSI-CNRS                                                             1            0.06%
477    University of Kent                                                     1            0.06%
478    Stability AI                                                           1            0.06%
479    Carper                                                                 1            0.06%
480    National Institute of Advanced Industrial Science and Technology       1            0.06%
481    Tokyo University of Foreign Studies                                    1            0.06%
482    Université de Lille                                                    1            0.06%
483    Shanghai AI Lab                                                        1            0.06%
484    Linköping University                                                   1            0.06%
485    China Telecom                                                          1            0.06%
486    Steklov Institute of Mathematics                                       1            0.06%
487    Yahoo Japan Corporation                                                1            0.06%
488    University of A Coruña                                                 1            0.06%
489    University of the Sunshine Coast                                       1            0.06%
490    Heinrich Heine University                                              1            0.06%
491    Bielefeld University                                                   1            0.06%
492    University of Yamanashi                                                1            0.06%
493    Yamanashi University                                                   1            0.06%
494    Hangzhou Dianzi University                                             1            0.06%
495    Reka AI                                                                1            0.06%
496    Spotify                                                                1            0.06%
497    University of Queensland                                               1            0.06%
498    Cambridge University Hospitals NHS Foundation Trust                    1            0.06%
499    Fortinet                                                               1            0.06%
500    University of Texas at Arlington                                       1            0.06%
501    La Sapienza University of Rome                                         1            0.06%
502    Veterans Affairs                                                       1            0.06%
503    Georgia State University                                               1            0.06%
504    Aalto University                                                       1            0.06%
505    Boson AI                                                               1            0.06%
506    Enveda                                                                 1            0.06%
507    Tufts University                                                       1            0.06%
508    Old Dominion University                                                1            0.06%
509    University of Jaén                                                     1            0.06%
510    Doshisha University                                                    1            0.06%
511    Valencian Research Institute for Artificial Intelligence               1            0.06%
512    Heidelberg University                                                  1            0.06%
513    Manchester Metropolitan University                                     1            0.06%
514    Bardeen                                                                1            0.06%
515    Bardeen.ai                                                             1            0.06%
516    Bardeen, Inc.                                                          1            0.06%
517    CyberAgent Inc.                                                        1            0.06%
518    University of Turin                                                    1            0.06%
519    Masakhane                                                              1            0.06%
520    Lancaster University                                                   1            0.06%
521    North-West University                                                  1            0.06%
522    Julich Supercomputing Center                                           1            0.06%
523    University of Ibadan                                                   1            0.06%
524    National University of Ireland, Galway                                 1            0.06%
525    Tom Mboya University                                                   1            0.06%
526    University of Zambia                                                   1            0.06%
527    Nnamdi Azikiwe University                                              1            0.06%
528    National Open University of Nigeria                                    1            0.06%
529    Wuhan University of Technology                                         1            0.06%
530    University of Southern Queensland                                      1            0.06%
531    Fachhochschule Nordwestschweiz                                         1            0.06%
532    Zurich University of Applied Sciences                                  1            0.06%
533    Tehran Institute for Advanced Studies                                  1            0.06%
534    TeIAS                                                                  1            0.06%
535    Chonbuk National University                                            1            0.06%
536    Insight Centre for Data Analytics                                      1            0.06%
537    Polish Academy of Sciences                                             1            0.06%
538    Soongsil University                                                    1            0.06%
539    4Paradigm                                                              1            0.06%
540    Bern University of Applied Sciences                                    1            0.06%
541    University of Bologna                                                  1            0.06%
542    University of Bern                                                     1            0.06%
543    scite.ai                                                               1            0.06%
544    University of the Fraser Valley                                        1            0.06%
545    Vector Institute                                                       1            0.06%
546    Jiangxi University of Science and Technology                           1            0.06%
547    Jadavpur University                                                    1            0.06%
548    DYSL-AI                                                                1            0.06%
549    Shenzhen Technology University                                         1            0.06%
550    AMPLYFI                                                                1            0.06%
551    Ludong University                                                      1            0.06%
552    Army Research Laboratory                                               1            0.06%
553    US Army Research Laboratory                                            1            0.06%
554    Adam Mickiewicz University                                             1            0.06%
555    Warsaw University of Technology                                        1            0.06%
556    Durham University                                                      1            0.06%
557    Hebei University                                                       1            0.06%
558    Guangdong University of Foreign Studies                                1            0.06%
559    Unbabel                                                                1            0.06%
560    Université de Nice-Sophia Antipolis                                    1            0.06%
561    Université Côte d'Azur                                                 1            0.06%
562    Universidade Estadual de Campinas                                      1            0.06%
563    Aarhus University                                                      1            0.06%
564    Parexel                                                                1            0.06%
565    Tomorrow Advancing Life                                                1            0.06%
566    NIO                                                                    1            0.06%
567    Watrix Technology                                                      1            0.06%
568    Technion-Israel Institute of Technology                                1            0.06%
569    University of Engineering and Technology                               1            0.06%
570    Vietnam National University, Hanoi                                     1            0.06%
571    VNU University of Engineering and Technology                           1            0.06%
572    Vietnam National University                                            1            0.06%
573    Athens University of Economics and Business                            1            0.06%
574    University of Athens                                                   1            0.06%
575    University of Venice                                                   1            0.06%
576    University of Leeds                                                    1            0.06%
577    Southwest Petroleum University                                         1            0.06%
578    University of Pisa                                                     1            0.06%
579    JPMorgan Chase & Co.                                                   1            0.06%
580    Iowa State University                                                  1            0.06%
581    Marmara University                                                     1            0.06%
582    University of South Florida                                            1            0.06%
583    FriendliAI                                                             1            0.06%
584    Petuum, Inc.                                                           1            0.06%
585    China National Cyber Emergency Response Team                           1            0.06%
586    China National Certification and Accreditation Administration          1            0.06%
587    One AI                                                                 1            0.06%
588    VAIV Company                                                           1            0.06%
589    Taiyuan University of Technology                                       1            0.06%
590    Ben Gurion University of the Negev                                     1            0.06%
591    École de technologie supérieure                                        1            0.06%
592    Université du Québec                                                   1            0.06%
593    University of Shanghai for Science and Technology                      1            0.06%
594    Dolby Laboratories                                                     1            0.06%
595    OPPO                                                                   1            0.06%
596    Dalhousie University                                                   1            0.06%
597    Tokyo University of Science                                            1            0.06%
598    Technical University of Darmstadt                                      1            0.06%
599    Morgan Stanley                                                         1            0.06%
600    State University of New York                                           1            0.06%
601    Giga Tech Limited                                                      1            0.06%
602    Gigatech Limited                                                       1            0.06%
603    University of Dhaka                                                    1            0.06%
604    Jahangirnagar University                                               1            0.06%
605    Fordham University                                                     1            0.06%
606    North South University                                                 1            0.06%
607    GIGATECH                                                               1            0.06%
608    Brno University of Technology                                          1            0.06%
609    Universidade de São Paulo                                              1            0.06%
610    University of Rome La Sapienza                                         1            0.06%
611    Slicex AI                                                              1            0.06%
612    Innopolis University                                                   1            0.06%
613    Indian Institute of Technology Madras                                  1            0.06%
614    Universidad de Chile                                                   1            0.06%
615    Centro Nacional de Inteligencia Artificial                             1            0.06%
616    CENIA                                                                  1            0.06%
617    New Jersey Institute of Technology                                     1            0.06%
618    Colorado School of Mines                                               1            0.06%
619    SAPEON                                                                 1            0.06%
620    University of Siena                                                    1            0.06%
621    Campus Bio-Medico University                                           1            0.06%
622    Indian Institute of Technology Jammu                                   1            0.06%
623    National Institute of Technology, Andhra Pradesh                       1            0.06%
624    Indian Institute of Information Technology                             1            0.06%
625    Sardar Vallabhbhai National Institute of Technology                    1            0.06%
626    Indian Statistical Institute                                           1            0.06%
627    Zoom Video Communications                                              1            0.06%
628    Fujitsu Research and Development Center                                1            0.06%
629    China University of Geosciences                                        1            0.06%
630    NEC Laboratories Europe                                                1            0.06%
631    University of Bremen                                                   1            0.06%
632    Essen University Hospital                                              1            0.06%
633    Fachhochschule Dortmund                                                1            0.06%
634    Institute for Artificial Intelligence in Medicine                      1            0.06%
635    RWTH Aachen University Hospital                                        1            0.06%
636    Institute of Knowledge Engineering and Management                      1            0.06%
637    University Medicine Essen                                              1            0.06%
638    RWTH Aachen University                                                 1            0.06%
639    Luiss Guido Carli University                                           1            0.06%
640    Université de Paris                                                    1            0.06%
641    Kannada Academy                                                        1            0.06%
642    Caritas Institute of Higher Education                                  1            0.06%
643    SYSTRAN                                                                1            0.06%
644    University of Information Technology                                   1            0.06%
645    University of Macau                                                    1            0.06%
646    Daneshjooyar                                                           1            0.06%
647    University of Barcelona                                                1            0.06%
648    Beijing Normal University                                              1            0.06%
649    Indiana University                                                     1            0.06%
650    Ariel University                                                       1            0.06%
651    Télécom ParisTech                                                      1            0.06%
652    Wright State University                                                1            0.06%
