====================================================================================================
ACL 2024 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 1809
总类别数: 1

排名     类别                                                 数量         占比        
142    Fondazione Bruno Kessler                                               7            0.39%
143    LG                                                                     7            0.39%
144    Southern University of Science and Technology                          7            0.39%
145    Sapienza University of Rome                                            7            0.39%
146    University of Oxford                                                   7            0.39%
147    Technische Universität Darmstadt                                       6            0.33%
148    Indiana University                                                     6            0.33%
149    Qatar Computing Research Institute                                     6            0.33%
150    National Institute of Information and Communications Technology        6            0.33%
151    University of Trento                                                   6            0.33%
152    Engineering Research Center of Machine Learning and Industry Intelligence 6            0.33%
153    Central South University                                               6            0.33%
154    Shandong University                                                    6            0.33%
155    University of Minnesota                                                6            0.33%
156    Boston University                                                      6            0.33%
157    Nanjing University of Aeronautics and Astronautics                     6            0.33%
158    Shanghai Key Laboratory of Trusted Data Circulation and Governance in Web3 6            0.33%
159    Chinese Information Processing Laboratory                              6            0.33%
160    State Key Laboratory of Computer Science                               6            0.33%
161    Monash University                                                      6            0.33%
162    Apple                                                                  6            0.33%
163    Columbia University                                                    6            0.33%
164    NiuTrans Research                                                      6            0.33%
165    Indian Institute of Technology Delhi                                   6            0.33%
166    Cornell University                                                     5            0.28%
167    Bocconi University                                                     5            0.28%
168    University of Bologna                                                  5            0.28%
169    University of Illinois Chicago                                         5            0.28%
170    University of Liverpool                                                5            0.28%
171    Emory University                                                       5            0.28%
172    University of Auckland                                                 5            0.28%
173    University of Zurich                                                   5            0.28%
174    Zhipu AI                                                               5            0.28%
175    IT University of Copenhagen                                            5            0.28%
176    KAIST                                                                  5            0.28%
177    Hanyang University                                                     5            0.28%
178    Queen Mary University of London                                        5            0.28%
179    Cisco Systems                                                          5            0.28%
180    University of Chicago                                                  5            0.28%
181    SenseTime                                                              5            0.28%
182    University of Sheffield                                                5            0.28%
183    ShanghaiTech University                                                5            0.28%
184    Rutgers University                                                     5            0.28%
185    Dalian University of Technology                                        5            0.28%
186    Max Planck Institute for Intelligent Systems                           5            0.28%
187    Arizona State University                                               5            0.28%
188    Dartmouth College                                                      5            0.28%
189    Hefei Comprehensive National Science Center                            5            0.28%
190    University of Aberdeen                                                 5            0.28%
191    Jinan University                                                       5            0.28%
192    Duke University                                                        5            0.28%
193    Higher School of Economics                                             5            0.28%
194    Beijing National Research Center for Information Science and Technology 5            0.28%
195    Babelscape                                                             5            0.28%
196    New York University Shanghai                                           5            0.28%
197    iFLYTEK Research                                                       5            0.28%
198    Shanghai AI Lab                                                        5            0.28%
199    Zhongguancun Laboratory                                                5            0.28%
200    Ludwig Maximilian University of Munich                                 4            0.22%
201    VinUniversity                                                          4            0.22%
202    CyberAgent                                                             4            0.22%
203    International Digital Economy Academy                                  4            0.22%
204    NVIDIA                                                                 4            0.22%
205    Shenzhen University                                                    4            0.22%
206    AI4Bharat                                                              4            0.22%
207    Indian Institute of Technology Madras                                  4            0.22%
208    Cardiff University                                                     4            0.22%
209    George Mason University                                                4            0.22%
210    Stony Brook University                                                 4            0.22%
211    University of the Basque Country                                       4            0.22%
212    Northwestern University                                                4            0.22%
213    Hebrew University of Jerusalem                                         4            0.22%
214    Penn State University                                                  4            0.22%
215    King Abdullah University of Science and Technology                     4            0.22%
216    Bloomberg                                                              4            0.22%
217    Independent Researcher                                                 4            0.22%
218    Xiaohongshu Inc                                                        4            0.22%
219    University of Rochester                                                4            0.22%
220    Alibaba Group Holding Limited                                          4            0.22%
221    University of Hamburg                                                  4            0.22%
222    Tianjin University of Science and Technology                           4            0.22%
223    Vector Institute                                                       4            0.22%
224    University of California, Davis                                        4            0.22%
225    CNRS                                                                   4            0.22%
226    East China University of Science and Technology                        4            0.22%
227    Tokyo Institute of Technology                                          4            0.22%
228    Key Laboratory of System Software                                      4            0.22%
229    Idiap Research Institute                                               4            0.22%
230    Indian Institute of Technology Patna                                   4            0.22%
231    University of Georgia                                                  4            0.22%
232    State Key Laboratory of Media Convergence Production Technology and Systems 4            0.22%
233    Artificial Intelligence Research Institute                             4            0.22%
234    Kyoto University                                                       4            0.22%
235    Chulalongkorn University                                               4            0.22%
236    Indian Institute of Technology Kharagpur                               4            0.22%
237    Delft University of Technology                                         3            0.17%
238    Nanjing University of Science and Technology                           3            0.17%
239    University of Mannheim                                                 3            0.17%
240    University of Montreal                                                 3            0.17%
241    Kempelen Institute of Intelligent Technologies                         3            0.17%
242    Beijing University of Technology                                       3            0.17%
243    University of Wisconsin–Madison                                        3            0.17%
244    Pompeu Fabra University                                                3            0.17%
245    Xiaomi Corporation                                                     3            0.17%
246    Sony AI                                                                3            0.17%
247    University of Leeds                                                    3            0.17%
248    Multimodal Art Projection Research Community                           3            0.17%
249    King Fahd University of Petroleum and Minerals                         3            0.17%
250    AIWaves Inc.                                                           3            0.17%
251    Brown University                                                       3            0.17%
252    Zhengzhou University                                                   3            0.17%
253    Tongji University                                                      3            0.17%
254    Charles University                                                     3            0.17%
255    Heidelberg University                                                  3            0.17%
256    Pioneer Centre for Artificial Intelligence                             3            0.17%
257    University of Tübingen                                                 3            0.17%
258    Jiangsu Normal University                                              3            0.17%
259    IIT Bombay                                                             3            0.17%
260    Invertible AI                                                          3            0.17%
261    Sorbonne Université                                                    3            0.17%
262    Beijing Foreign Studies University                                     3            0.17%
263    Northwest Minzu University                                             3            0.17%
264    Hong Kong Baptist University                                           3            0.17%
265    Queen’s University                                                     3            0.17%
266    Hangzhou Dianzi University                                             3            0.17%
267    Tata Consultancy Services                                              3            0.17%
268    Institute for Advanced Algorithms Research                             3            0.17%
269    Shenzhen MSU-BIT University                                            3            0.17%
270    University of Central Florida                                          3            0.17%
271    Beijing Institute of Control Engineering                               3            0.17%
272    Sony Group Corporation                                                 3            0.17%
273    VinAI Research                                                         3            0.17%
274    University of California, Irvine                                       3            0.17%
275    University of Pittsburgh                                               3            0.17%
276    Purdue University                                                      3            0.17%
277    CPII                                                                   3            0.17%
278    Worcester Polytechnic Institute                                        3            0.17%
279    Beijing Key Laboratory of Big Data Management and Analysis Methods     3            0.17%
280    State Grid Corporation of China                                        3            0.17%
281    Xidian University                                                      3            0.17%
282    University of Glasgow                                                  3            0.17%
283    Michigan State University                                              3            0.17%
284    Katholieke Universiteit Leuven                                         3            0.17%
285    University of Colorado                                                 3            0.17%
286    Shanxi University                                                      3            0.17%
287    Shaanxi Province Key Laboratory of Big Data Knowledge Engineering      3            0.17%
288    Macquarie University                                                   3            0.17%
289    Max Planck Institute for Software Systems                              3            0.17%
290    Indian Institute of Technology Kanpur                                  3            0.17%
291    Texas A&M University                                                   3            0.17%
292    KT Corporation                                                         3            0.17%
293    University of Warwick                                                  3            0.17%
294    International Human Phenome Institutes                                 3            0.17%
295    University of Stuttgart                                                3            0.17%
296    Beijing Language and Culture University                                3            0.17%
297    Hokkaido University                                                    3            0.17%
298    Toyota Technological Institute at Chicago                              3            0.17%
299    Universitat Politècnica de Catalunya                                   3            0.17%
300    National Institute of Informatics                                      3            0.17%
301    Universität Hamburg                                                    3            0.17%
302    Harbin Engineering University                                          3            0.17%
303    Aarhus University                                                      2            0.11%
304    Xiaomi AI Lab                                                          2            0.11%
305    University of New South Wales                                          2            0.11%
306    Radboud University                                                     2            0.11%
307    FPT Software                                                           2            0.11%
308    Polytechnique Montréal                                                 2            0.11%
309    Vector Institute for AI                                                2            0.11%
310    RIKEN                                                                  2            0.11%
311    University of Bucharest                                                2            0.11%
312    DeepMind                                                               2            0.11%
313    Huazhong Agricultural University                                       2            0.11%
314    Key Laboratory of Smart Farming for Agricultural Animals               2            0.11%
315    Hubei Engineering Technology Research Center of Agricultural Big Data  2            0.11%
316    Engineering Research Center of Intelligent Technology for Agriculture  2            0.11%
317    Swiss Finance Institute                                                2            0.11%
318    NAVER Cloud                                                            2            0.11%
319    Waseda University                                                      2            0.11%
320    Bangladesh University of Engineering and Technology                    2            0.11%
321    Weco AI                                                                2            0.11%
322    Abridge AI                                                             2            0.11%
323    University of Gothenburg                                               2            0.11%
324    Heriot-Watt University                                                 2            0.11%
325    Prince Sattam bin Abdulaziz University                                 2            0.11%
326    Academia Sinica                                                        2            0.11%
327    Université de Sherbrooke                                               2            0.11%
328    Centrum Wiskunde & Informatica                                         2            0.11%
329    Aalborg University                                                     2            0.11%
330    University of Würzburg                                                 2            0.11%
331    Grammarly                                                              2            0.11%
332    National Institutes of Health                                          2            0.11%
333    Sea AI Lab                                                             2            0.11%
334    Russian Academy of Sciences                                            2            0.11%
335    SRI International                                                      2            0.11%
336    Rochester Institute of Technology                                      2            0.11%
337    Beijing Institute of Computer Technology and Application               2            0.11%
338    Ecole Normale Supérieure                                               2            0.11%
339    EHESS                                                                  2            0.11%
340    Instituto de Telecomunicações                                          2            0.11%
341    Parameter Lab                                                          2            0.11%
342    Pazhou Lab                                                             2            0.11%
343    People’s Daily Online                                                  2            0.11%
344    University of Innsbruck                                                2            0.11%
345    ModelBest Inc.                                                         2            0.11%
346    Athens University of Economics and Business                            2            0.11%
347    Archimedes                                                             2            0.11%
348    Harmony AI                                                             2            0.11%
349    DarkMatter AI Research                                                 2            0.11%
350    ASUS                                                                   2            0.11%
351    Beijing Institute for General Artificial Intelligence                  2            0.11%
352    University of Oslo                                                     2            0.11%
353    Technion – Israel Institute of Technology                              2            0.11%
354    Ping An Property & Casualty Insurance Company                          2            0.11%
355    International Institute of Information Technology, Hyderabad           2            0.11%
356    Kakao Corp.                                                            2            0.11%
357    International Laboratory on Learning Systems                           2            0.11%
358    Université Paris-Saclay                                                2            0.11%
359    University of Cape Town                                                2            0.11%
360    New Jersey Institute of Technology                                     2            0.11%
361    Japan Advanced Institute of Science and Technology                     2            0.11%
362    Samaya AI                                                              2            0.11%
363    Siemens AG                                                             2            0.11%
364    Institution not specified                                              2            0.11%
365    University of Adelaide                                                 2            0.11%
366    Drexel University                                                      2            0.11%
367    DeepSeek-AI                                                            2            0.11%
368    Nagoya University                                                      2            0.11%
369    China Academy of Space Technology                                      2            0.11%
370    South China Normal University                                          2            0.11%
371    China Electronics Technology Group Corporation                         2            0.11%
372    Leibniz University Hannover                                            2            0.11%
373    Brno University of Technology                                          2            0.11%
374    Generative AI Research Lab                                             2            0.11%
375    South China Agricultural University                                    2            0.11%
376    NewsBreak                                                              2            0.11%
377    ASAPP                                                                  2            0.11%
378    University of Exeter                                                   2            0.11%
379    Jiuquan Satellite Launch Center                                        2            0.11%
380    Zurich University of Applied Sciences                                  2            0.11%
381    Indian Institute of Science                                            2            0.11%
382    Chongqing University                                                   2            0.11%
383    Snap Inc.                                                              2            0.11%
384    Advanced Institute of Big Data                                         2            0.11%
385    Chungnam National University                                           2            0.11%
386    Electronics and Telecommunications Research Institute                  2            0.11%
387    International Institute of Information Technology, Delhi               2            0.11%
388    Shenzhen Research Institute of Big Data                                2            0.11%
389    Hupan Lab                                                              2            0.11%
390    Center for Artificial Intelligence Technology                          2            0.11%
391    University of Duisburg-Essen                                           2            0.11%
392    University Hospital Essen                                              2            0.11%
393    Linköping University                                                   2            0.11%
394    Unknown Institution                                                    2            0.11%
395    WeChat AI                                                              2            0.11%
396    University of Groningen                                                2            0.11%
397    Hunan Normal University                                                2            0.11%
398    Singapore-ETH Centre                                                   2            0.11%
399    Gwangju Institute of Science and Technology                            2            0.11%
400    University of Massachusetts Boston                                     2            0.11%
401    State Key Laboratory of Cognitive Intelligence                         2            0.11%
402    Jilin Kexun Information Technology Co., Ltd.                           2            0.11%
403    KTH Royal Institute of Technology                                      2            0.11%
404    BNRist                                                                 2            0.11%
405    Guangdong University of Technology                                     2            0.11%
406    Suzhou Laboratory                                                      2            0.11%
407    VISTEC                                                                 2            0.11%
408    Kuaishou Technology                                                    2            0.11%
409    Sungkyunkwan University                                                2            0.11%
410    Shanghai Engineering Research Center of Intelligent Vision and Imaging 2            0.11%
411    International Institute of Information Technology, Design & Manufacturing 2            0.11%
412    Sarvam AI                                                              2            0.11%
413    Yunnan University                                                      2            0.11%
414    Johannes Gutenberg University Mainz                                    2            0.11%
415    University of Turin                                                    2            0.11%
416    Brandeis University                                                    2            0.11%
417    Engineering Research Center of Knowledge-Driven Human-Machine Intelligence 2            0.11%
418    University of Potsdam                                                  2            0.11%
419    Intel                                                                  2            0.11%
420    Upstage AI                                                             2            0.11%
421    Kakao Brain                                                            2            0.11%
422    Salesforce Research                                                    2            0.11%
423    Zhipu.AI                                                               2            0.11%
424    Shanghai University of Finance and Economics                           2            0.11%
425    Zhejiang University of Technology                                      2            0.11%
426    ASUS Intelligent Cloud Services                                        2            0.11%
427    University of Bristol                                                  2            0.11%
428    Roma Tre University                                                    2            0.11%
429    University of California, Santa Cruz                                   2            0.11%
430    Flipkart                                                               2            0.11%
431    IN.AI Research                                                         2            0.11%
432    Honda Research Institute                                               2            0.11%
433    Brock University                                                       2            0.11%
434    Agency for Science, Technology and Research                            2            0.11%
435    Northwestern Polytechnical University                                  2            0.11%
436    Lawrence Livermore National Laboratory                                 2            0.11%
437    Washington University in St. Louis                                     2            0.11%
438    Westlake Institute for Advanced Study                                  2            0.11%
439    OPPO Research Institute                                                2            0.11%
440    National Research Council Canada                                       2            0.11%
441    Xiangjiang Laboratory                                                  2            0.11%
442    Skolkovo Institute of Science and Technology                           2            0.11%
443    Stevens Institute of Technology                                        2            0.11%
444    Beijing Information Science and Technology University                  2            0.11%
445    Temple University                                                      2            0.11%
446    Politecnico di Torino                                                  1            0.06%
447    CCCD Key Lab of Ministry of Culture and Tourism                        1            0.06%
448    LibrAI                                                                 1            0.06%
449    MiraclePlus                                                            1            0.06%
450    Anti-Defamation League                                                 1            0.06%
451    AI Quality & Testing Hub                                               1            0.06%
452    Hessian Center for Artificial Intelligence                             1            0.06%
453    National Research Center for Applied Cybersecurity                     1            0.06%
454    Universite Grenoble Alpes                                              1            0.06%
455    Tohoku University                                                      1            0.06%
456    Independent                                                            1            0.06%
457    Heinrich-Heine University                                              1            0.06%
458    Middle East Technical University                                       1            0.06%
459    School of Computing and Information Systems                            1            0.06%
460    Tokyo Metropolitan University                                          1            0.06%
461    Massachusetts Institute of Technology Lincoln Laboratory               1            0.06%
462    University of Heidelberg                                               1            0.06%
463    Xtracta                                                                1            0.06%
464    KRAFTON Inc.                                                           1            0.06%
465    Insight Centre for Data Analytics                                      1            0.06%
466    University College Dublin                                              1            0.06%
467    University of Twente                                                   1            0.06%
468    Nanjing Institute of Software Technology                               1            0.06%
469    Nanjing University of Posts and Telecommunications                     1            0.06%
470    Nanjing University of Information Science and Technology               1            0.06%
471    Istituto di Scienza e Tecnologia dell’Informazione "A. Faedo"          1            0.06%
472    Istituto di Linguistica Computazionale "Antonio Zampolli"              1            0.06%
473    Lehigh University                                                      1            0.06%
474    Zhejiang Lab                                                           1            0.06%
475    National Taiwan Normal University                                      1            0.06%
476    EZAI                                                                   1            0.06%
477    Chunghwa Telecom Co., Ltd.                                             1            0.06%
478    Beijing Huairou Laboratory                                             1            0.06%
479    Fuzhou University                                                      1            0.06%
480    SmartMore                                                              1            0.06%
481    Chongqing University of Technology                                     1            0.06%
482    University of Konstanz                                                 1            0.06%
483    Wikimedia Foundation                                                   1            0.06%
484    School of Data Science                                                 1            0.06%
485    Shanghai Key Laboratory of Data Science                                1            0.06%
486    University of Warsaw                                                   1            0.06%
487    University of Milan                                                    1            0.06%
488    Department of Computing                                                1            0.06%
489    Research Centre on Data Science & Artificial Intelligence              1            0.06%
490    New York University Abu Dhabi                                          1            0.06%
491    American University of Sharjah                                         1            0.06%
492    University of Bath                                                     1            0.06%
493    FAIR Laboratories                                                      1            0.06%
494    Guizhou University                                                     1            0.06%
495    National Institute of Advanced Industrial Science and Technology       1            0.06%
496    Western Washington University                                          1            0.06%
497    Soongsil University                                                    1            0.06%
498    Technische Universität Wien                                            1            0.06%
499    University of Vienna                                                   1            0.06%
500    Future of Privacy Forum                                                1            0.06%
501    Binghamton University                                                  1            0.06%
502    University of Limerick                                                 1            0.06%
503    King Abdulaziz University                                              1            0.06%
504    Wuhan University Natural Language Processing Group                     1            0.06%
505    Shanghai Key Laboratory of Trustworthy Computing                       1            0.06%
506    University of Science and Technology Beijing                           1            0.06%
507    Hamad Bin Khalifa University                                           1            0.06%
508    Singapore University of Social Sciences                                1            0.06%
509    Birla Institute of Technology and Science                              1            0.06%
510    Reliant AI                                                             1            0.06%
511    Université du Québec à Montréal                                        1            0.06%
512    Data & Society Research Institute                                      1            0.06%
513    Ubisoft                                                                1            0.06%
514    Avignon Université                                                     1            0.06%
515    Zenidoc                                                                1            0.06%
516    Nantes Université                                                      1            0.06%
517    Twelve Labs                                                            1            0.06%
518    Riiid                                                                  1            0.06%
519    Kensho Technologies                                                    1            0.06%
520    Fidelity Investments                                                   1            0.06%
521    Beijing Wenge Technology Co., Ltd                                      1            0.06%
522    University of Graz                                                     1            0.06%
523    Guangxi University                                                     1            0.06%
524    Ajou University                                                        1            0.06%
525    Kunming University of Science and Technology                           1            0.06%
526    Indonesian Language Processing Society                                 1            0.06%
527    AI Singapore                                                           1            0.06%
528    Institut Teknologi Bandung                                             1            0.06%
529    Prosa.ai                                                               1            0.06%
530    Pattern Data                                                           1            0.06%
531    Guangdong Provincial Key Laboratory of Fire Science and Intelligent Emergency Technology 1            0.06%
532    Megagon Labs                                                           1            0.06%
533    Max Planck Institute for Empirical Aesthetics                          1            0.06%
534    University of Utah                                                     1            0.06%
535    Leibniz Information Centre for Science and Technology                  1            0.06%
536    York University                                                        1            0.06%
537    National Applied Research Laboratories                                 1            0.06%
538    National Central University                                            1            0.06%
539    Inspur Group                                                           1            0.06%
540    Qilu University of Technology                                          1            0.06%
541    Shandong Provincial Key Laboratory of Computer Networks                1            0.06%
542    Humboldt University of Berlin                                          1            0.06%
543    Science of Intelligence                                                1            0.06%
544    Stockholm University                                                   1            0.06%
545    ARBML                                                                  1            0.06%
546    Clarkson University                                                    1            0.06%
547    University of Bisha                                                    1            0.06%
548    King Fahd University of Petroleum & Minerals                           1            0.06%
549    Stardust AI                                                            1            0.06%
550    Mila                                                                   1            0.06%
551    Kuming University of Sinence and Technology                            1            0.06%
552    Université de Paris                                                    1            0.06%
553    onepoint                                                               1            0.06%
554    Institute of Computing Technology, Chinese Academy of Sciences         1            0.06%
555    Lingzhi-zhiguang Co., Ltd                                              1            0.06%
556    wei Co., Ltd                                                           1            0.06%
557    Funcun-wuyou Company Limited                                           1            0.06%
558    Technical University of Vienna                                         1            0.06%
559    Zhejiang Institute of Administration                                   1            0.06%
560    Frontis AI                                                             1            0.06%
561    National Key Laboratory                                                1            0.06%
562    Omilia Natural Language Solutions                                      1            0.06%
563    Archimedes Research Center                                             1            0.06%
564    University of Trieste                                                  1            0.06%
565    Area Science Park                                                      1            0.06%
566    Masaryk University                                                     1            0.06%
567    Public Health Agency of Canada                                         1            0.06%
568    Guangzhou University                                                   1            0.06%
569    Minzu University of China                                              1            0.06%
570    Fano Labs                                                              1            0.06%
571    China Academy of Launch Vehicle Technology                             1            0.06%
572    Dataa Robotics                                                         1            0.06%
573    École de technologie supérieure                                        1            0.06%
574    INRIA                                                                  1            0.06%
575    United International College                                           1            0.06%
576    DiDi Global Inc                                                        1            0.06%
577    MYbank                                                                 1            0.06%
578    Qualcomm Korea YH                                                      1            0.06%
579    African Institute for Mathematical Sciences                            1            0.06%
580    South African Astronomical Observatory                                 1            0.06%
581    China Merchants Bank                                                   1            0.06%
582    University of Richmond                                                 1            0.06%
583    Jiangsu University                                                     1            0.06%
584    Advanced Institute of Science and Technology                           1            0.06%
585    VRCREW                                                                 1            0.06%
586    Ministry of Justice                                                    1            0.06%
587    Sakana AI                                                              1            0.06%
588    Chittagong University of Engineering & Technology                      1            0.06%
589    Anyang Normal University                                               1            0.06%
590    Academy of Cyber                                                       1            0.06%
591    Japan Society for the Promotion of Science                             1            0.06%
592    Tokyo Denki University                                                 1            0.06%
593    Karlsruhe Institute of Technology                                      1            0.06%
594    Lahore University of Management Sciences                               1            0.06%
595    École polytechnique fédérale de Lausanne                               1            0.06%
596    Wroc?aw University of Science and Technology                           1            0.06%
597    Archimedes Research Unit                                               1            0.06%
598    National and Kapodistrian University of Athens                         1            0.06%
599    Institute for Language and Speech Processing                           1            0.06%
600    SANY Group Co., Ltd.                                                   1            0.06%
601    SoftBank Corporation                                                   1            0.06%
602    Meisei University                                                      1            0.06%
603    Unisound AI Technology                                                 1            0.06%
604    Paderborn University                                                   1            0.06%
605    WeChat                                                                 1            0.06%
606    Stellar Cyber                                                          1            0.06%
607    NEC Labs America                                                       1            0.06%
608    Jeonbuk National University                                            1            0.06%
609    JPMorgan Chase & Co.                                                   1            0.06%
610    Spiffy AI                                                              1            0.06%
611    Ministry of Natural Resources                                          1            0.06%
612    Ministry of Culture and Tourism of China                               1            0.06%
613    Texas A&M University-Corpus Christi                                    1            0.06%
614    HEIG-VD                                                                1            0.06%
615    Beijing Key Lab of Traffic Data Analysis and Mining                    1            0.06%
616    Hangzhou High-Tech Zone Institute of Blockchain and Data Security      1            0.06%
617    China Telecom Corp Ltd                                                 1            0.06%
618    China Telecom Corporation Limited                                      1            0.06%
619    Union Information                                                      1            0.06%
620    Quebec Artificial Intelligence Institute                               1            0.06%
621    National Bureau of Economic Research                                   1            0.06%
622    Jiangsu Vocational College of Information Technology                   1            0.06%
623    Shenzhen Stock Exchange                                                1            0.06%
624    Hong Kong University                                                   1            0.06%
625    Hunan University                                                       1            0.06%
626    School of Electronic Information and Communications                    1            0.06%
