====================================================================================================
ACL 2023 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 1885
总类别数: 1

排名     类别                                                 数量         占比        
130    NAVER Corporation                                                      8            0.42%
131    Emory University                                                       8            0.42%
132    Monash University                                                      8            0.42%
133    University of Wisconsin-Madison                                        8            0.42%
134    ShanghaiTech University                                                8            0.42%
135    National Taiwan University                                             7            0.37%
136    DeepMind                                                               7            0.37%
137    University of Notre Dame                                               7            0.37%
138    Arizona State University                                               7            0.37%
139    Nankai University                                                      7            0.37%
140    University of Technology Sydney                                        7            0.37%
141    Korea University                                                       7            0.37%
142    Tohoku University                                                      7            0.37%
143    Tokyo Institute of Technology                                          7            0.37%
144    University of Sydney                                                   7            0.37%
145    University of Alberta                                                  7            0.37%
146    University of Pittsburgh                                               7            0.37%
147    University of Toronto                                                  7            0.37%
148    Stony Brook University                                                 6            0.32%
149    Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies 6            0.32%
150    State Key Laboratory of Cognitive Intelligence                         6            0.32%
151    Hebrew University of Jerusalem                                         6            0.32%
152    University of California, Santa Cruz                                   6            0.32%
153    Shanghai AI Laboratory                                                 6            0.32%
154    Apple                                                                  6            0.32%
155    Northwestern University                                                6            0.32%
156    NiuTrans Research                                                      6            0.32%
157    George Mason University                                                6            0.32%
158    Dalian University of Technology                                        6            0.32%
159    Indian Institute of Technology Delhi                                   6            0.32%
160    Instituto de Telecomunicações                                          6            0.32%
161    Instituto Superior Técnico                                             6            0.32%
162    University of Massachusetts Lowell                                     6            0.32%
163    King Abdullah University of Science and Technology                     6            0.32%
164    Rochester Institute of Technology                                      6            0.32%
165    Beijing Institute for General Artificial Intelligence                  6            0.32%
166    German Research Center for Artificial Intelligence                     6            0.32%
167    University of Groningen                                                6            0.32%
168    University Affiliation Not Specified                                   5            0.27%
169    Dublin City University                                                 5            0.27%
170    Technion – Israel Institute of Technology                              5            0.27%
171    University of Colorado                                                 5            0.27%
172    Harvard University                                                     5            0.27%
173    Cardiff University                                                     5            0.27%
174    City University of Hong Kong                                           5            0.27%
175    Purdue University                                                      5            0.27%
176    University of Texas at Dallas                                          5            0.27%
177    Indian Institute of Technology Madras                                  5            0.27%
178    Nara Institute of Science and Technology                               5            0.27%
179    University of Oregon                                                   5            0.27%
180    University of Manchester                                               5            0.27%
181    Unbabel                                                                5            0.27%
182    Babelscape                                                             5            0.27%
183    University of California, Irvine                                       5            0.27%
184    National University of Defense Technology                              5            0.27%
185    University of Illinois Chicago                                         5            0.27%
186    Shanghai Engineering Research Center of Intelligent Vision and Imaging 5            0.27%
187    Heidelberg University                                                  5            0.27%
188    State Key Laboratory of Media Convergence Production Technology and Systems 5            0.27%
189    Queen Mary University of London                                        5            0.27%
190    National Institute of Information and Communications Technology        5            0.27%
191    Southern University of Science and Technology                          5            0.27%
192    National Institute of Informatics                                      5            0.27%
193    Bosch Center for Artificial Intelligence                               4            0.21%
194    International Digital Economy Academy                                  4            0.21%
195    Bocconi University                                                     4            0.21%
196    University of Surrey                                                   4            0.21%
197    Rakuten Institute of Technology                                        4            0.21%
198    Shanghai University of Finance and Economics                           4            0.21%
199    Beijing Institute of General Artificial Intelligence                   4            0.21%
200    Heidelberg Institute for Theoretical Studies                           4            0.21%
201    University of Aberdeen                                                 4            0.21%
202    Sorbonne Université                                                    4            0.21%
203    University of Minnesota                                                4            0.21%
204    Brown University                                                       4            0.21%
205    Flipkart                                                               4            0.21%
206    Central South University                                               4            0.21%
207    Idiap Research Institute                                               4            0.21%
208    University of Richmond                                                 4            0.21%
209    DataGrand Information Technology                                       4            0.21%
210    Texas A&M University                                                   4            0.21%
211    Samsung                                                                4            0.21%
212    Riiid                                                                  4            0.21%
213    Waseda University                                                      4            0.21%
214    SenseTime                                                              4            0.21%
215    National Research Council Canada                                       4            0.21%
216    University of California, Davis                                        4            0.21%
217    Alan Turing Institute                                                  4            0.21%
218    Shanghai Key Laboratory of Intelligent Information Processing          4            0.21%
219    Shanxi University                                                      4            0.21%
220    Technical University of Munich                                         4            0.21%
221    IT University of Copenhagen                                            4            0.21%
222    University of Zurich                                                   4            0.21%
223    iFLYTEK Research                                                       4            0.21%
224    University of Potsdam                                                  4            0.21%
225    Zhongguancun Laboratory                                                4            0.21%
226    École Normale Supérieure                                               4            0.21%
227    NAVER Cloud                                                            4            0.21%
228    RWTH Aachen University                                                 4            0.21%
229    AI4Bharat                                                              4            0.21%
230    Université Paris-Saclay                                                4            0.21%
231    Japan Advanced Institute of Science and Technology                     4            0.21%
232    University of Colorado Boulder                                         3            0.16%
233    Indian Institute of Technology                                         3            0.16%
234    Birla Institute of Technology and Science                              3            0.16%
235    Academia Sinica                                                        3            0.16%
236    University of Bologna                                                  3            0.16%
237    University of Bonn                                                     3            0.16%
238    Shenzhen University                                                    3            0.16%
239    North Carolina State University                                        3            0.16%
240    Dialpad                                                                3            0.16%
241    University of Tübingen                                                 3            0.16%
242    Duke University                                                        3            0.16%
243    Chinese Information Processing Laboratory                              3            0.16%
244    State Key Laboratory of Computer Science                               3            0.16%
245    CNRS                                                                   3            0.16%
246    University of South Carolina                                           3            0.16%
247    Tel-Aviv University                                                    3            0.16%
248    Michigan State University                                              3            0.16%
249    New Jersey Institute of Technology                                     3            0.16%
250    Beijing Engineering Research Center                                    3            0.16%
251    Vector Institute                                                       3            0.16%
252    University of Virginia                                                 3            0.16%
253    Sungkyunkwan University                                                3            0.16%
254    Hugging Face                                                           3            0.16%
255    Bielefeld University                                                   3            0.16%
256    University at Buffalo                                                  3            0.16%
257    Shenzhen Research Institute of Big Data                                3            0.16%
258    Williams College                                                       3            0.16%
259    Rutgers University                                                     3            0.16%
260    Shenzhen Institute of Advanced Technology                              3            0.16%
261    Université de Lorraine                                                 3            0.16%
262    University of Montreal                                                 3            0.16%
263    Agency for Science, Technology and Research                            3            0.16%
264    Anthropic                                                              3            0.16%
265    University of Warwick                                                  3            0.16%
266    King’s College London                                                  3            0.16%
267    Indian Institute of Technology Patna                                   3            0.16%
268    Central China Normal University                                        3            0.16%
269    University of California, Riverside                                    3            0.16%
270    University of Glasgow                                                  3            0.16%
271    Artificial Intelligence Research Institute                             3            0.16%
272    Skolkovo Institute of Science and Technology                           3            0.16%
273    National University of Science and Technology MISiS                    3            0.16%
274    Georgetown University                                                  3            0.16%
275    Quan Cheng Laboratory                                                  3            0.16%
276    Chongqing University                                                   3            0.16%
277    China Mobile Communication Group Tianjin Co., Ltd.                     3            0.16%
278    DCST                                                                   3            0.16%
279    Institute for Artificial Intelligence                                  3            0.16%
280    State Key Lab of Intelligent Technology and Systems                    3            0.16%
281    Intel                                                                  3            0.16%
282    Netease                                                                3            0.16%
283    Technion - Israel Institute of Technology                              3            0.16%
284    Xiaobing.AI                                                            3            0.16%
285    Universitat Pompeu Fabra                                               3            0.16%
286    Aarhus University                                                      3            0.16%
287    China Merchants Bank                                                   3            0.16%
288    Unknown Institution                                                    3            0.16%
289    University of Oslo                                                     3            0.16%
290    University of Arizona                                                  3            0.16%
291    Jožef Stefan Institute                                                 3            0.16%
292    Utrecht University                                                     3            0.16%
293    Guangxi University                                                     3            0.16%
294    Cohere                                                                 3            0.16%
295    IIT Bombay                                                             2            0.11%
296    Colorado State University                                              2            0.11%
297    Katholieke Universiteit Leuven                                         2            0.11%
298    Aston University                                                       2            0.11%
299    Fraunhofer Institute for Applied Information Technology                2            0.11%
300    Technische Universität Wien                                            2            0.11%
301    Dataminr                                                               2            0.11%
302    TopGraph.AI                                                            2            0.11%
303    Indian Institute of Technology Kharagpur                               2            0.11%
304    University of Warsaw                                                   2            0.11%
305    University of Geneva                                                   2            0.11%
306    York University                                                        2            0.11%
307    ASUS Intelligent Cloud Services                                        2            0.11%
308    University of Queensland                                               2            0.11%
309    Nagoya University                                                      2            0.11%
310    University of Innsbruck                                                2            0.11%
311    Vipshop (China) Co., Ltd.                                              2            0.11%
312    Du Xiaoman Financial                                                   2            0.11%
313    DataGrand Inc.                                                         2            0.11%
314    Heriot-Watt University                                                 2            0.11%
315    Alana AI                                                               2            0.11%
316    Guangdong University of Foreign Studies                                2            0.11%
317    JPMorgan Chase & Co.                                                   2            0.11%
318    IIIT Delhi                                                             2            0.11%
319    Elsevier                                                               2            0.11%
320    JD.com                                                                 2            0.11%
321    Macquarie University                                                   2            0.11%
322    Rensselaer Polytechnic Institute                                       2            0.11%
323    Zhipu.AI                                                               2            0.11%
324    Snap Inc.                                                              2            0.11%
325    University of Trento                                                   2            0.11%
326    Independent                                                            2            0.11%
327    Tomorrow Advancing Life                                                2            0.11%
328    Pingan Health Tech                                                     2            0.11%
329    Islamic University of Technology                                       2            0.11%
330    EleutherAI                                                             2            0.11%
331    Plymouth State University                                              2            0.11%
332    Datasaur.ai                                                            2            0.11%
333    Booz Allen Hamilton                                                    2            0.11%
334    University of Georgia                                                  2            0.11%
335    Zhongke Fanyu Technology Co., Ltd                                      2            0.11%
336    Eindhoven University of Technology                                     2            0.11%
337    MoE Key Laboratory of High Confidence Software Technologies            2            0.11%
338    University of Pisa                                                     2            0.11%
339    Queen's University                                                     2            0.11%
340    CSIRO                                                                  2            0.11%
341    Australian National University                                         2            0.11%
342    Polish Academy of Sciences                                             2            0.11%
343    University of Nottingham                                               2            0.11%
344    Qatar Computing Research Institute                                     2            0.11%
345    Nokia Bell Labs                                                        2            0.11%
346    University of Maryland, Baltimore County                               2            0.11%
347    Institute of Dataspace                                                 2            0.11%
348    Athens University of Economics and Business                            2            0.11%
349    University of Tehran                                                   2            0.11%
350    Universidade de Santiago de Compostela                                 2            0.11%
351    Guangdong Key Laboratory of Big Data Analysis and Processing           2            0.11%
352    System Inc.                                                            2            0.11%
353    Brain Technologies, Inc.                                               2            0.11%
354    Indian Institute of Technology Hyderabad                               2            0.11%
355    University of Vienna                                                   2            0.11%
356    Indian Institute of Technology (BHU)                                   2            0.11%
357    Wroclaw University of Science and Technology                           2            0.11%
358    Beijing Wenge Technology Co., Ltd.                                     2            0.11%
359    Zhejiang Lab                                                           2            0.11%
360    University of Zagreb                                                   2            0.11%
361    Ludwig Maximilian University of Munich                                 2            0.11%
362    Siemens AG                                                             2            0.11%
363    Semrush                                                                2            0.11%
364    Max Planck ETH Center for Learning Systems                             2            0.11%
365    National Institute of Advanced Industrial Science and Technology       2            0.11%
366    Tokyo Metropolitan University                                          2            0.11%
367    Hundsun Inc.                                                           2            0.11%
368    aequa-tech                                                             2            0.11%
369    University of North Carolina                                           2            0.11%
370    Institute of Geographic Sciences and Natural Resources Research        2            0.11%
371    Munich Centre for Machine Learning                                     2            0.11%
372    Xiaomi AI Lab                                                          2            0.11%
373    Jiangsu Normal University                                              2            0.11%
374    Indian Institute of Technology Gandhinagar                             2            0.11%
375    AI2                                                                    2            0.11%
376    University of Würzburg                                                 2            0.11%
377    Nanjing University of Aeronautics and Astronautics                     2            0.11%
378    iFLYTEK AI Research                                                    2            0.11%
379    Wayne State University                                                 2            0.11%
380    Alberta Machine Intelligence Institute                                 2            0.11%
381    DSO National Laboratories                                              2            0.11%
382    Bayero University                                                      2            0.11%
383    Osaka University                                                       2            0.11%
384    Institute of Statistical Mathematics                                   2            0.11%
385    University of Luxembourg                                               2            0.11%
386    ASAPP                                                                  2            0.11%
387    RoyalFlush AI Research Institute                                       2            0.11%
388    Beijing Language and Culture University                                2            0.11%
389    Chinese University of Hong Kong, Shenzhen                              2            0.11%
390    Deutsches Forschungszentrum für Künstliche Intelligenz                 2            0.11%
391    Maastricht University                                                  2            0.11%
392    Beijing Key Lab of Traffic Data Analysis and Mining                    2            0.11%
393    Indian Institute of Technology Kanpur                                  2            0.11%
394    Jilin University                                                       2            0.11%
395    Iowa State University                                                  2            0.11%
396    Sichuan University                                                     2            0.11%
397    University of Southampton                                              2            0.11%
398    BNRist                                                                 2            0.11%
399    City, University of London                                             2            0.11%
400    University College Dublin                                              2            0.11%
401    StatNLP Research Group                                                 2            0.11%
402    University of Lisbon                                                   2            0.11%
403    Brandeis University                                                    2            0.11%
404    Masakhane                                                              2            0.11%
405    Mila Quebec AI Institute                                               2            0.11%
406    Uppsala University                                                     2            0.11%
407    University of Mannheim                                                 2            0.11%
408    Erasmus University Rotterdam                                           2            0.11%
409    Cohere AI                                                              2            0.11%
410    Reka AI                                                                2            0.11%
411    Leibniz University Hannover                                            2            0.11%
412    Leipzig University                                                     2            0.11%
413    Paderborn University                                                   2            0.11%
414    Queen’s University                                                     2            0.11%
415    University of Göttingen                                                2            0.11%
416    Orai NLP Technologies                                                  2            0.11%
417    University of the Basque Country                                       2            0.11%
418    Universitas Indonesia                                                  2            0.11%
419    Collaborative Innovation Center of Novel Software Technology and Industrialization 2            0.11%
420    International Human Phenome Institutes                                 2            0.11%
421    Meituan Inc.                                                           2            0.11%
422    Masaryk University                                                     2            0.11%
423    WeChat AI                                                              2            0.11%
424    Shaanxi Provincial Key Laboratory of Big Data Knowledge Engineering    2            0.11%
425    Technische Universität Darmstadt                                       2            0.11%
426    Yonsei University                                                      2            0.11%
427    Hanoi University of Science and Technology                             2            0.11%
428    Toyota Technological Institute at Chicago                              2            0.11%
429    Penn State University                                                  2            0.11%
430    FernUniversität in Hagen                                               2            0.11%
431    Hildesheim University                                                  2            0.11%
432    SK Telecom                                                             2            0.11%
433    Canadian Institute for Advanced Research                               2            0.11%
434    Karya Inc.                                                             2            0.11%
435    China University of Petroleum                                          2            0.11%
436    National Research Council                                              2            0.11%
437    Universität Hamburg                                                    2            0.11%
438    Leiden University                                                      2            0.11%
439    Kyoto University                                                       2            0.11%
440    Shanghai Collaborative Innovation Center of Intelligent Visual Computing 2            0.11%
441    Breach Candy Hospital                                                  1            0.05%
442    Augnito India Private Limited                                          1            0.05%
443    Rheinland-Pfalz Technical University                                   1            0.05%
444    Kunsan National University                                             1            0.05%
445    Yeungnam University                                                    1            0.05%
446    Deepgram                                                               1            0.05%
447    Universite Paris-Saclay                                                1            0.05%
448    iFLYTEK                                                                1            0.05%
449    Sarah Lawrence College                                                 1            0.05%
450    Carleton University                                                    1            0.05%
451    Pontificia Universidad Católica de Chile                               1            0.05%
452    Università degli Studi di Trieste                                      1            0.05%
453    Trivago                                                                1            0.05%
454    NA VER Search                                                          1            0.05%
455    Collège de France                                                      1            0.05%
456    Royal Bank of Canada                                                   1            0.05%
457    Megagon Labs                                                           1            0.05%
458    Robert Bosch LLC                                                       1            0.05%
459    PAR Government Systems Corporation                                     1            0.05%
460    DataStory                                                              1            0.05%
461    Shanghai Qi Zhi Institute                                              1            0.05%
462    Can Tho University                                                     1            0.05%
463    Duy Tan University                                                     1            0.05%
464    Netaji Subhas University of Technology                                 1            0.05%
465    RIKEN Center for Advanced Intelligence Project                         1            0.05%
466    Ludong University                                                      1            0.05%
467    Nayuan Technology                                                      1            0.05%
468    SenseTime Group Limited                                                1            0.05%
469    National Cheng Kung University                                         1            0.05%
470    Tianjin University of Technology                                       1            0.05%
471    Meituan-Dianping                                                       1            0.05%
472    Etsy                                                                   1            0.05%
473    Mayo Clinic                                                            1            0.05%
474    Thapar Institute of Engineering & Technology                           1            0.05%
475    Lakehead University                                                    1            0.05%
476    Guangdong University of Technology                                     1            0.05%
477    Lingnan Normal University                                              1            0.05%
478    Vienna University of Technology                                        1            0.05%
479    University of Toulouse                                                 1            0.05%
480    Artificial and Natural Intelligence Toulouse Institute                 1            0.05%
481    Institut de Recherche en Informatique de Toulouse                      1            0.05%
482    FAR AI                                                                 1            0.05%
483    Nirma University                                                       1            0.05%
484    Universidade da Coruña                                                 1            0.05%
485    Tonomus                                                                1            0.05%
486    Philips Research                                                       1            0.05%
487    University of Cagliari                                                 1            0.05%
488    Anhui University                                                       1            0.05%
489    Sony                                                                   1            0.05%
490    COEP Technological University                                          1            0.05%
491    State University of New York at Buffalo                                1            0.05%
492    Fondazione Bruno Kessler                                               1            0.05%
493    Shenzhen University, College of Software Engineering                   1            0.05%
494    Deezer                                                                 1            0.05%
495    AIGEN Sciences                                                         1            0.05%
496    Harker School                                                          1            0.05%
497    National University                                                    1            0.05%
498    University of Bath                                                     1            0.05%
499    LINE Corporation                                                       1            0.05%
500    Systems and Software Lab                                               1            0.05%
501    Copenhagen Research Center for Mental Health                           1            0.05%
502    FPT Software                                                           1            0.05%
503    Fulbright University                                                   1            0.05%
504    Sofia University                                                       1            0.05%
505    Bulgarian Academy of Sciences                                          1            0.05%
506    University of Zambia                                                   1            0.05%
507    NAVER LABS                                                             1            0.05%
508    Ministry of Industry and Information Technology                        1            0.05%
509    Beijing University of Technology                                       1            0.05%
510    University of Exeter                                                   1            0.05%
511    Bristol-Myers Squibb                                                   1            0.05%
512    NA VER Digital Healthcare Lab                                          1            0.05%
513    Alibaba DAMO Academy                                                   1            0.05%
514    Miðeind ehf.                                                           1            0.05%
515    RealNetworks                                                           1            0.05%
516    Halmstad University                                                    1            0.05%
517    Faire                                                                  1            0.05%
518    Shanghai Arti?cial Intelligence Laboratory                             1            0.05%
519    Kashi Institute of Electronics and Information Industry                1            0.05%
520    IntelliSys                                                             1            0.05%
521    Indian Institute of Science                                            1            0.05%
522    Kashi University                                                       1            0.05%
523    Brno University of Technology                                          1            0.05%
524    Chinese Academy of Sciences, Institute of Automation                   1            0.05%
525    AIGENDRUG Co.                                                          1            0.05%
526    Bosch Research North America                                           1            0.05%
527    Université Paul-Sabatier                                               1            0.05%
528    IRT Saint-Exupéry                                                      1            0.05%
529    SNCF                                                                   1            0.05%
530    Mental Health America                                                  1            0.05%
531    Istituto di Linguistica Computazionale "Antonio Zampolli"              1            0.05%
532    ItaliaNLP Lab                                                          1            0.05%
533    University of Leeds                                                    1            0.05%
534    Lingang Laboratory                                                     1            0.05%
535    Yahoo                                                                  1            0.05%
536    Jiangnan University                                                    1            0.05%
537    LinkedIn                                                               1            0.05%
538    Shenzhen Securities Information Co., Ltd                               1            0.05%
539    Centrale Supélec                                                       1            0.05%
540    AWS AI Labs                                                            1            0.05%
541    ZHAW School of Engineering                                             1            0.05%
542    China Academy of Electronics and Information Technology                1            0.05%
543    National Technical University of Athens                                1            0.05%
544    Logically                                                              1            0.05%
545    Fraunhofer Institute for Intelligent Analysis and Information Systems  1            0.05%
546    ActionPower                                                            1            0.05%
547    King Fahd University of Petroleum & Minerals                           1            0.05%
548    Bangladesh University of Engineering and Technology                    1            0.05%
549    Swinburne University of Technology                                     1            0.05%
550    Beijing Institute of Biotechnology                                     1            0.05%
551    S2W Inc.                                                               1            0.05%
552    Inspired Cognition                                                     1            0.05%
553    Democritus University of Thrace                                        1            0.05%
554    University of Basel                                                    1            0.05%
555    Ca’Foscari University of Venice                                        1            0.05%
556    Stockholm University                                                   1            0.05%
557    Brock University                                                       1            0.05%
558    IICTUS                                                                 1            0.05%
559    Tehran Institute for Advanced Studies                                  1            0.05%
560    Ningbo No.2 Hospital                                                   1            0.05%
561    Cognitive Computing Lab                                                1            0.05%
562    Heinrich Heine University                                              1            0.05%
563    Apart Research                                                         1            0.05%
564    University of South Florida                                            1            0.05%
565    University of Adelaide                                                 1            0.05%
566    Layer6 AI                                                              1            0.05%
567    Mathematics Department                                                 1            0.05%
568    Yardi School of Artificial Intelligence                                1            0.05%
569    University of Strathclyde                                              1            0.05%
570    Surge AI                                                               1            0.05%
571    Machine Intelligence Research Institute                                1            0.05%
572    4i Intelligent Insights                                                1            0.05%
573    Tecnoincubadora Marie Curie                                            1            0.05%
574    Instituto Nacional de Astrofísica, Óptica y Electrónica                1            0.05%
575    Centro de Investigación en Matemáticas                                 1            0.05%
576    Universidad Autónoma de Chiapas                                        1            0.05%
577    Beijing University of Chemical Technology                              1            0.05%
578    JD.COM Inc                                                             1            0.05%
579    Sunglasses.ai                                                          1            0.05%
580    OpenAI                                                                 1            0.05%
581    Air Mail and Cartoon Collections                                       1            0.05%
582    Tata Consultancy Services                                              1            0.05%
583    ARC Centre of Excellence for the Dynamics of Language                  1            0.05%
584    King's College London                                                  1            0.05%
585    Yunnan University                                                      1            0.05%
586    Yuan Ze University                                                     1            0.05%
587    Alphamoon Ltd.                                                         1            0.05%
588    Avignon Université                                                     1            0.05%
589    Zenidoc                                                                1            0.05%
590    Nantes Université                                                      1            0.05%
591    Beijing Advanced Innovation Center for Big Data and Brain Computing    1            0.05%
592    National Computer Network Emergency Response Technical Team            1            0.05%
593    Mathematics Research Center (CIMAT)                                    1            0.05%
594    Consejo Nacional de Ciencia y Tecnología                               1            0.05%
595    Beijing Wenge Technology Co., Ltd                                      1            0.05%
596    Kriston AI Lab                                                         1            0.05%
597    Yahoo Japan Corporation                                                1            0.05%
598    Free University of Bozen-Bolzano                                       1            0.05%
599    Higher School of Economics                                             1            0.05%
600    Pathway                                                                1            0.05%
601    University of Wroc?aw                                                  1            0.05%
602    Federal Research Center Computer Science of the Russian Academy of Sciences 1            0.05%
603    Harrisburg University of Science and Technology                        1            0.05%
604    Shanxi University of Finance and Economics                             1            0.05%
605    Hitotsubashi University                                                1            0.05%
606    Novo Nordisk                                                           1            0.05%
607    University of Turin                                                    1            0.05%
608    Universidad Nacional Autónoma de México                                1            0.05%
609    Beijing Foreign Studies University                                     1            0.05%
610    Ping An Bank                                                           1            0.05%
611    Universitat Politècnica de Catalunya                                   1            0.05%
612    Electronics and Telecommunications Research Institute                  1            0.05%
613    Jeonbuk National University                                            1            0.05%
614    Textshuttle                                                            1            0.05%
615    Bigo Technology                                                        1            0.05%
616    Trinity College Dublin                                                 1            0.05%
617    AISpeech Co., Ltd.                                                     1            0.05%
618    Guangdong Polytechnic Normal University                                1            0.05%
619    Thomson Reuters Labs                                                   1            0.05%
620    Thomson Reuters                                                        1            0.05%
621    Posos                                                                  1            0.05%
622    LORIA                                                                  1            0.05%
623    ServiceNow                                                             1            0.05%
624    Amii                                                                   1            0.05%
625    Birla Institute of Technology, Mesra                                   1            0.05%
626    Fund for Alignment Research                                            1            0.05%
627    Bangladesh National Research Institute of Science and Technology       1            0.05%
628    University of Konstanz                                                 1            0.05%
629    Goldman Sachs                                                          1            0.05%
630    Northwestern Polytechnical University                                  1            0.05%
